num_iter,mean,std
1,65.99444444444444,24.322922887222624
5,79.37888888888888,16.19049369571883
10,83.08111111111111,11.345528242929502
20,85.75111111111111,6.736114318441388
30,86.82222222222222,4.343940543382752
40,87.39444444444445,3.3613022443359366
50,87.70333333333333,2.4816980074134753
100,88.30888888888889,1.0629727706348355
200,88.58333333333333,0.5402777063696075
