flip_p,1,5,10,20,30,40,50,100,200
0.05,97.16,97.28,97.3,97.23,97.29,97.3,97.25,97.3,97.27
0.1,96.81,97.15,97.18,97.29,97.25,97.28,97.29,97.24,97.26
0.15,96.05,97.1,97.09,97.36,97.24,97.25,97.28,97.31,97.31
0.2,94.84,96.94,97.16,97.18,97.32,97.34,97.24,97.28,97.29
0.25,91.6,96.68,96.97,97.16,97.2,97.25,97.26,97.18,97.29
0.3,83.17,96.14,96.91,97.0,97.09,97.15,97.22,97.41,97.28
0.35,67.38,94.69,96.24,96.74,97.18,97.2,97.17,97.19,97.35
0.4,45.74,86.21,93.72,96.04,96.55,96.79,96.82,97.1,97.19
0.45,24.22,50.33,68.92,85.2,91.07,93.65,94.77,96.4,96.91
