flip_p,mean,std
0.05,97.27777777777777,0.06534098594637092
0.1,97.18111111111111,0.209191565583107
0.15,97.12,0.3428921113120002
0.2,96.92777777777778,0.8040176891365269
0.25,96.49777777777778,1.8824503829967074
0.3,95.51666666666667,4.524975138053248
0.35,93.39444444444445,9.903955158308111
0.4,89.60666666666667,16.77468106999355
0.45,78.01888888888888,25.513605901775446
