flip_p,1,5,10,20,30,40,50,100,200
0.05,-0.2199999999999988,0.0,-0.0799999999999983,-0.0600000000000022,0.0,-0.0499999999999971,-0.0400000000000062,-0.0700000000000073,-0.0400000000000062
0.1,-0.7000000000000028,-0.1000000000000085,-0.2100000000000079,-0.1099999999999994,-0.0799999999999983,-0.0799999999999983,-0.0499999999999971,-0.0700000000000073,-0.0300000000000011
0.15,-1.0900000000000034,-0.3299999999999983,-0.2199999999999988,-0.1000000000000085,-0.1300000000000096,-0.0100000000000051,-0.0300000000000011,-0.0200000000000102,-0.0499999999999971
0.2,-2.530000000000001,-0.4200000000000017,-0.1500000000000056,-0.2600000000000051,-0.1400000000000005,-0.0700000000000073,-0.0499999999999971,-0.0799999999999983,-0.0100000000000051
0.25,-5.840000000000003,-0.6400000000000006,-0.3100000000000023,-0.1800000000000068,-0.2000000000000028,-0.1200000000000045,-0.1200000000000045,-0.1400000000000005,-0.0300000000000011
0.3,-13.850000000000009,-1.240000000000009,-0.4200000000000017,-0.3200000000000074,-0.1500000000000056,-0.2000000000000028,-0.1300000000000096,-0.0300000000000011,-0.0700000000000073
0.35,-30.27000000000001,-2.640000000000001,-1.0600000000000025,-0.4000000000000057,-0.2300000000000039,-0.3100000000000023,-0.2999999999999971,-0.1899999999999977,-0.1099999999999994
0.4,-51.42,-11.47,-3.3700000000000045,-1.1300000000000097,-0.730000000000004,-0.4500000000000028,-0.480000000000004,-0.4000000000000057,-0.1500000000000056
0.45,-73.02000000000001,-47.36000000000001,-28.10000000000001,-12.120000000000005,-5.960000000000008,-3.61,-2.5400000000000063,-0.9099999999999966,-0.2700000000000102
