flip_p,mean,std
0.05,97.26444444444445,0.04612784167698798
0.1,97.19444444444444,0.1520781962602743
0.15,97.11,0.4080441152620621
0.2,96.95444444444445,0.8020771644784417
0.25,96.51,1.8511685498624946
0.3,95.48555555555555,4.632766751928889
0.35,93.46,9.815811224753663
0.4,89.57333333333332,16.80631726464784
0.45,77.94111111111111,25.45903790623501
