flip_p,mean,std
0.05,88.76555555555555,0.26000534182547186
0.1,88.57,0.5625166664197667
0.15,88.35222222222222,1.2703816137068624
0.2,87.75888888888889,2.4255795412872208
0.25,86.89,4.192764601071706
0.3,85.52777777777777,7.017470658609443
0.35,83.10111111111111,11.878095853760025
0.4,78.41777777777777,16.94790014852709
0.45,65.63444444444445,22.888515193821064
