flip_p,1,5,10,20,30,40,50,100,200
0.05,-1.2800000000000011,-0.9699999999999988,-0.9399999999999976,-0.9799999999999898,-1.0300000000000011,-0.9799999999999898,-0.9699999999999988,-1.009999999999991,-0.9699999999999988
0.1,-1.7199999999999989,-1.0899999999999892,-0.9499999999999886,-0.9599999999999936,-0.9699999999999988,-0.9799999999999898,-0.9599999999999936,-0.9699999999999988,-0.9599999999999936
0.15,-2.4099999999999966,-1.1899999999999975,-1.2399999999999949,-1.1199999999999903,-1.0,-0.9799999999999898,-0.9599999999999936,-0.9499999999999886,-1.0
0.2,-4.129999999999996,-1.3199999999999932,-1.1599999999999966,-1.039999999999992,-0.9799999999999898,-1.0999999999999943,-1.0,-0.9699999999999988,-1.0
0.25,-7.920000000000002,-1.4399999999999975,-1.25,-1.1199999999999903,-1.1400000000000006,-1.1599999999999966,-1.1400000000000006,-1.009999999999991,-0.9299999999999926
0.3,-16.22,-2.4799999999999898,-1.3900000000000006,-1.3699999999999903,-1.259999999999991,-1.2399999999999949,-1.1299999999999957,-1.0300000000000011,-0.9899999999999948
0.35,-32.67,-4.259999999999991,-2.009999999999991,-1.4899999999999949,-1.5600000000000025,-1.259999999999991,-1.269999999999996,-1.1700000000000017,-1.039999999999992
0.4,-52.73,-14.060000000000002,-5.239999999999995,-2.640000000000001,-1.9699999999999989,-1.5,-1.5899999999999892,-1.4099999999999966,-1.2199999999999989
0.45,-73.69999999999999,-48.62,-29.959999999999997,-14.47,-8.33999999999999,-5.929999999999993,-4.079999999999998,-1.8999999999999917,-1.4200000000000017
